GHSA ID,CVE ID,Severity,Package,Ecosystem,Summary,KEV
GHSA-x33v-f3gp-gw2c,CVE-2013-2132,MODERATE,pymongo,PyPI,Use of NullPointerException Catch to Detect NULL Pointer Dereference in Pymongo,
GHSA-9m4g-f42q-vrrh,CVE-2012-5487,MODERATE,Plone,PyPI,Plone Sandbox Bypass,
GHSA-jhm9-h84h-rw83,CVE-2020-8226,MODERATE,phpbb/phpbb,Packagist,phpBB Server-Side Request Forgery Vulnerability,
GHSA-73rx-3f9r-x949,CVE-2017-7674,MODERATE,org.apache.tomcat:tomcat,Maven,Insufficient Verification of Data Authenticity in Apache Tomcat,
GHSA-vg28-9f43-gmh5,CVE-2021-21636,MODERATE,org.jenkins-ci.plugins:tfs,Maven,Missing permission check in Jenkins Team Foundation Server Plugin allows enumerating credentials IDs,
GHSA-x2fq-gq6c-hp44,CVE-2017-7887,MODERATE,dolibarr/dolibarr,Packagist,Dolibarr ERP and CRM contain XSS Vulnerability,
GHSA-pw27-w7w4-9qc7,CVE-2016-2512,MODERATE,Django,PyPI,Django XSS Vulnerability,
GHSA-4625-q52w-39cx,CVE-2021-21609,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Missing permission check for paths with specific prefix in Jenkins,
GHSA-h3vg-4x76-v28w,CVE-2017-14241,MODERATE,dolibarr/dolibarr,Packagist,Dolibarr ERP and CRM contain XSS Vulnerability,
GHSA-f23x-4gf4-m9ff,CVE-2022-1584,MODERATE,microweber/microweber,Packagist,Cross-site Scripting in Microweber,
GHSA-mg72-h5gj-8gg7,CVE-2019-10377,MODERATE,net.hurstfrost.jenkins:avatar,Maven,Missing permission check in Jenkins Avatar Plugin,
GHSA-8v26-3p83-mf2g,CVE-2019-1003098,MODERATE,org.jenkins-ci.plugins:openid,Maven,Jenkins OpenID Plugin CSRF vulnerability,
GHSA-jjq8-vfjq-j6v4,CVE-2015-5531,MODERATE,org.elasticsearch:elasticsearch,Maven,Improper Limitation of a Pathname to a Restricted Directory in Elasticsearch,
GHSA-g5r6-vrmx-9gwj,CVE-2020-15873,MODERATE,librenms/librenms,Packagist,LibreNMS SQL Injection vulnerability,
GHSA-8q95-jj7p-x93x,CVE-2018-14636,MODERATE,neutron,PyPI,Openstack Neutron vulnerable to eavesdropping on private traffic,
GHSA-837x-xww6-7jqm,CVE-2016-0767,MODERATE,postgresql:pljava-public,Maven,PostgreSQL PL/Java Improper Privilege Management,
GHSA-xmw5-45v9-pxqx,CVE-2021-21613,MODERATE,io.jenkins.plugins:tics,Maven,XSS vulnerability in Jenkins TICS Plugin,
GHSA-c4mc-49hq-q275,CVE-2012-1906,MODERATE,puppet,RubyGems,"Puppet uses predictable filenames, allowing arbitrary file overwrite",
GHSA-44cm-p9q7-rr3p,CVE-2020-2285,MODERATE,org.jenkins-ci.plugins:liquibase-runner,Maven,Missing permission check in Jenkins Liquibase Runner Plugin allows enumerating credentials IDs,
GHSA-5qr3-4839-88gf,CVE-2017-15052,MODERATE,nilsteampassnet/teampass,Packagist,TeamPass Improper Privilege Management,
GHSA-rv87-vcv4-fjvr,CVE-2018-1000606,MODERATE,org.jenkins-ci.plugins:urltrigger,Maven,URLTrigger Plugin server-side request forgery vulnerability,
GHSA-3336-h95j-hvvf,CVE-2015-5253,MODERATE,org.apache.cxf:cxf-rt-rs-security-sso-saml,Maven,Improper Access Control in Apache CXF,
GHSA-h653-95qw-h2mp,CVE-2019-14858,MODERATE,ansible,PyPI,Ansible leaks sensitive information to logs when told not to,
GHSA-25jh-5h5r-h33m,CVE-2012-5493,MODERATE,Plone,PyPI,Plone Sandbox Bypass,
GHSA-vpqp-hx68-p2wx,CVE-2013-2217,MODERATE,suds,PyPI,Improper Link Resolution Before File Access in Suds,
GHSA-wpmr-q825-x4c6,CVE-2020-15703,MODERATE,aptdaemon,PyPI,aptdaemon Information Disclosure via Improper Input Validation in Transaction class,
GHSA-8p2c-fghc-9hj4,CVE-2008-7264,MODERATE,pyftpdlib,PyPI,Improper input validation in pyftpdlib,
GHSA-56wf-mx5c-ffjx,CVE-2020-2215,MODERATE,org.jenkins-ci.plugins:zephyr-for-jira-test-management,Maven,CSRF vulnerability in Jenkins Zephyr for JIRA Test Management Plugin,
GHSA-8hmh-mhqv-7638,CVE-2008-7227,MODERATE,org.geoserver:gs-main,Maven,PartialBufferOutputStream2 flush issues,
GHSA-vqg7-8v6x-54rq,CVE-2020-9692,MODERATE,magento/community-edition,Packagist,Magento security mitigation bypass vulnerability,
GHSA-3657-q433-mmpx,CVE-2017-8298,MODERATE,austintoddj/canvas,Packagist,Canvs Canvas Cross-site Scripting (XSS) via title and content fields,
GHSA-ccmg-w4xm-p28v,CVE-2020-12245,MODERATE,github.com/grafana/grafana,Go,Grafana XSS in header column rename,
GHSA-4p4w-6h54-g885,CVE-2013-4517,MODERATE,org.apache.santuario:xmlsec,Maven,Improper Input Validation in Apache Santuario XML Security,
GHSA-fqh9-2qgg-h84h,CVE-2014-0012,MODERATE,Jinja2,PyPI,Insecure Temporary File in Jinja2,
GHSA-hcxq-x77q-3469,CVE-2018-1002200,MODERATE,org.codehaus.plexus:plexus-archiver,Maven,Improper Limitation of a Pathname to a Restricted Directory in plexus-archiver,
GHSA-wwq7-pxwc-p4rc,CVE-2012-5785,MODERATE,org.apache.axis2:axis2,Maven,Improper Input Validation in Apache Axis2,
GHSA-h6c8-rg87-f3pc,CVE-2011-1475,MODERATE,org.apache.tomcat:tomcat,Maven,Apache Tomcat HTTP BIO Connector Error Discloses Information From Different Requests to Remote Users,
GHSA-w2hv-rcqr-2h7r,CVE-2021-21640,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,View name validation bypass in Jenkins,
GHSA-87qx-g5wg-mwmj,CVE-2018-1000078,MODERATE,rubygems-update,RubyGems,RubyGems Cross-site Scripting vulnerability,
GHSA-pwr7-j6g3-hmx6,CVE-2017-17431,MODERATE,genix/cms,Packagist,GeniXCMS XSS Vulnerability,
GHSA-9h6p-92jq-888x,CVE-2015-0886,MODERATE,org.mindrot:jbcrypt,Maven,Integer Overflow or Wraparound in JBCrypt,
GHSA-6465-r752-2h8v,CVE-2022-1682,MODERATE,facturascripts/facturascripts,Packagist,Cross-site Scripting in facturascripts,
GHSA-733q-m38x-q7cc,CVE-2019-12470,MODERATE,mediawiki/core,Packagist,Wikimedia MediaWik exposed suppressed log in RevisionDelete page,
GHSA-5r5f-hcwf-r9jh,CVE-2020-2212,MODERATE,io.jenkins.plugins:github-coverage-reporter,Maven,Secret stored in plain text by Jenkins GitHub Coverage Reporter Plugin,
GHSA-9772-cwx9-r4cj,CVE-2014-4616,MODERATE,simplejson,PyPI,simplejson before 2.6.1 vulnerable to array index error,
GHSA-52wr-3vww-rmpq,CVE-2014-3242,MODERATE,SOAPpy,PyPI,SOAPpy vulnerable to XML External Entity attacks,
GHSA-9gj2-ph57-56f5,CVE-2007-0901,MODERATE,Moin,PyPI,MoinMoin Cross-Site Scripting (XSS) vulnerability via hitcounts and general parameters,
GHSA-v9h6-53fx-gh4j,CVE-2018-5364,MODERATE,wpglobus/wpglobus,Packagist,WPGlobus plugin Stored XSS & CSRF security vulnerability,
GHSA-4f7h-9j2x-cmr4,CVE-2011-5062,MODERATE,org.apache.tomcat:tomcat,Maven,Improper Authentication in Apache Tomcat,
GHSA-rcmj-xp8f-f6q4,CVE-2008-2951,MODERATE,trac,PyPI,Trac Open redirect vulnerability,
GHSA-h5qv-p378-3hhr,CVE-2020-10945,MODERATE,centreon/centreon,Packagist,Centreon Sensitive Data Exposure vulnerability,
GHSA-xjch-wqmw-fgcp,CVE-2019-10388,MODERATE,org.jenkins-ci.plugins:relution-publisher,Maven,Relution Enterprise Appstore Publisher Jenkins Plugin contains Cross-Site Request Forgery ,
GHSA-g2fm-x3cp-mqw9,CVE-2016-8748,MODERATE,org.apache.nifi:nifi,Maven,Cross-site Scripting in Apache NiFi,
GHSA-fcww-8wvc-38q9,CVE-2020-10803,MODERATE,phpmyadmin/phpmyadmin,Packagist,phpMyAdmin SQL injection vulnerability,
GHSA-475f-74wp-pqv5,CVE-2014-0075,MODERATE,org.apache.tomcat:tomcat,Maven,Integer Overflow or Wraparound in Apache Tomcat,
GHSA-qfg7-wc25-r3j2,CVE-2017-14920,MODERATE,egroupware/egroupware,Packagist,eGroupware Community Edition Stored XSS vulnerability,
GHSA-6m9f-8vwq-97pm,CVE-2009-5054,MODERATE,smarty/smarty,Packagist,Smarty Does Not Consider Umask Values When Setting Permissions,
GHSA-v45r-rj5x-hpg2,CVE-2014-0035,MODERATE,org.apache.cxf:cxf-core,Maven,Cleartext Transmission of Sensitive Information in Apache CXF,
GHSA-j6c3-3c4w-qv8p,CVE-2013-7341,MODERATE,moodle/moodle,Packagist,Moodle cross-site scripting (XSS) vulnerabilities,
GHSA-8jmj-4p32-mc9p,CVE-2017-6216,MODERATE,novaksolutions/infusionsoft-php-sdk,Packagist,infusionsoft-php-sdk reflected Cross-site Scripting,
GHSA-4c72-mrhf-23cg,CVE-2014-3503,MODERATE,org.apache.syncope:syncope,Maven,Apache Syncope uses a weak PNRG,
GHSA-pvr5-84gr-g985,CVE-2014-8326,MODERATE,phpmyadmin/phpmyadmin,Packagist,phpMyAdmin Implementation XSS Vulnerability on Server Monitor Page,
GHSA-hqxc-w9vw-3hp5,CVE-2017-11127,MODERATE,bolt/bolt,Packagist,Bolt CMS Stored XSS,
GHSA-5pcv-m8w2-62m9,CVE-2018-18548,MODERATE,ajenti,PyPI,Ajenti Cross-site Scripting Via Filename,
GHSA-84jm-cpc5-c7g7,CVE-2016-7147,MODERATE,Plone,PyPI,Plone XSS in Zope ZMI,
GHSA-6gx4-29v9-g9q5,CVE-2012-6495,MODERATE,Moin,PyPI,MoinMoin Multiple vulnerable to directory traversal,
GHSA-qg5v-jw6f-rpfj,CVE-2013-1939,MODERATE,sabre/dav,Packagist,SabreDAV Directory Traversal vulnerability,
GHSA-72pf-cvwq-vgqg,CVE-2018-20418,MODERATE,craftcms/cms,Packagist,Craft CMS Cross-site Scripting (XSS) Vulnerability,
GHSA-prrh-679x-79qh,CVE-2013-1834,MODERATE,moodle/moodle,Packagist,Moodle allows remote authenticated users to reassign notes,
GHSA-4hxv-95rc-jqg7,CVE-2017-1000209,MODERATE,com.neovisionaries:nv-websocket-client,Maven,nv-websocket-client allows attackers to spoof SSL/TLS servers via an arbitrary valid certificate,
GHSA-479j-jf2p-38pg,CVE-2014-5356,MODERATE,glance,PyPI,OpenStack Glance improper validation of the image_size_cap configuration option,
GHSA-vwxv-frj6-fhc9,CVE-2020-7932,MODERATE,omero-web,PyPI,OMERO-web Sensitive Data Exposure,
GHSA-c9gx-27hq-wcvj,CVE-2013-1880,MODERATE,org.apache.activemq:activemq-core,Maven,Apache ActiveMQ Cross-site scripting (XSS) vulnerability in the Portfolio publisher servlet ,
GHSA-xhc3-5pgf-p576,CVE-2020-23761,MODERATE,intelliants/subrion,Packagist,subrion CMS Cross Site Scripting (XSS) vulnerability,
GHSA-798p-53r7-mgw9,CVE-2018-1000419,MODERATE,org.jvnet.hudson.plugins:hipchat,Maven,Jenkins HipChat Plugin allows attackers with Overall/Read access to obtain credential IDs,
GHSA-jv4c-7jqq-m34x,CVE-2021-26271,MODERATE,ckeditor4-dev,npm,CKEditor 4 ReDoS Vulnerability,
GHSA-v9gf-98vr-mgp2,CVE-2015-5640,MODERATE,baserproject/basercms,Packagist,baserCMS Access Control Bypass ,
GHSA-hxmp-8f47-x9fc,CVE-2011-4294,MODERATE,moodle/moodle,Packagist,Moodle Open Redirect Via Error Messages,
GHSA-2m74-x26c-g7xc,CVE-2020-2148,MODERATE,fr.edf.jenkins.plugins:mac,Maven,Missing permission checks in Mac Plugin,
GHSA-5339-9974-hqj9,CVE-2018-1999039,MODERATE,org.jenkins-ci.plugins:confluence-publisher,Maven,Server-Side Request Forgery (SSRF) in Jenkins Confluence Publisher Plugin,
GHSA-2j4q-9fff-236j,CVE-2016-2162,MODERATE,org.apache.struts:struts2-core,Maven,Apache Struts XSS Vulnerability,
GHSA-46r8-9cj7-pw6g,CVE-2012-2654,MODERATE,nova,PyPI,OpenStack Compute (Nova) Improper Input Validation,
GHSA-7cjc-xppr-xj6x,CVE-2019-10403,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Improper Neutralization of Input During Web Page Generation in Jenkins,
GHSA-fhmf-xf2q-4m8p,CVE-2020-2204,MODERATE,org.jenkins-ci.plugins:fortify-on-demand-uploader,Maven,Missing permission checks in Jenkins Fortify on Demand Plugin,
GHSA-hffm-fqv4-w27r,CVE-2011-5063,MODERATE,org.apache.tomcat:tomcat,Maven,Improper Authentication in Apache Tomcat,
GHSA-xr96-7ccp-pg5c,CVE-2007-0660,MODERATE,DotNetNuke.Core,NuGet,DotNetNuke Vulnerable to XSS in Pass-Through Values,
GHSA-8hfm-837h-hjg5,CVE-2009-0217,MODERATE,org.apache.santuario:xmlsec,Maven,Apache XML Security For Java vulnerable to authentication bypass by HMAC truncation,
GHSA-xr37-pjfh-qwwc,CVE-2020-2107,MODERATE,org.jenkins-ci.plugins:fortify,Maven,Fortify Plugin stored credentials in plain text,
GHSA-cr98-64h9-g8cg,CVE-2019-10282,MODERATE,hudson.plugins.klaros:klaros-testmanagement,Maven,Jenkins Klaros-Testmanagement Plugin stores credentials in plain text,
GHSA-wjwr-3jch-479j,CVE-2007-3383,MODERATE,org.apache.tomcat:tomcat,Maven,Apache Tomcat SendMailServlet XSS,
GHSA-22pv-7v9j-hqxp,CVE-2013-4752,MODERATE,symfony/symfony,Packagist,Symfony Host Header Injection vulnerability in the HttpFoundation component,
GHSA-6456-xjm5-g3pg,CVE-2018-1999007,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Cross-site scripting vulnerability exists in Jenkins and Stapler Plugin,
GHSA-6xx7-cphv-pxgr,CVE-2018-19609,MODERATE,showdoc/showdoc,Packagist,Showdoc Forced Browsing,
GHSA-xj4w-r6gr-x5qm,CVE-2019-10407,MODERATE,hudson.plugins:project-inheritance,Maven,Project Inheritance Plugin showed secret environment variables defined in Mask Passwords Plugin ,
GHSA-hq75-ggc3-8h3q,CVE-2019-13970,MODERATE,antsword,npm,AntSword RCE and XSS via code injection,
GHSA-j465-7mp6-3xg3,CVE-2014-0125,MODERATE,moodle/moodle,Packagist,Moodle places a session key in a URL,
GHSA-9523-474x-5h36,CVE-2019-16563,MODERATE,tech.andrey.jenkins:mission-control-view,Maven,Cross site scripting in Jenkins Mission Control Plugin,
GHSA-6346-5r4h-ff5x,CVE-2022-1555,MODERATE,microweber/microweber,Packagist,Microweber vulnerable to cross-site scripting (XSS),
GHSA-q9xf-jwr4-v445,CVE-2011-1184,MODERATE,org.apache.tomcat:tomcat,Maven,Authentication Bypass in Apache Tomcat,
GHSA-j8c7-fm85-6jj6,CVE-2019-10422,MODERATE,org.ukiuni.callOtherJenkins:call-remote-job-plugin,Maven,Jenkins Call Remote Job Plugin has Insufficiently Protected Credentials,
GHSA-mm7g-f2gg-cw8g,CVE-2017-1002102,MODERATE,k8s.io/kubernetes,Go,Kubernetes arbitrary file overwrite,
GHSA-7qw4-w7hf-22q3,CVE-2018-0499,MODERATE,xapian-core,RubyGems,xapian-core Cross-site Scripting vulnerability,
GHSA-rghw-6px2-fgwc,CVE-2021-20328,MODERATE,org.mongodb:mongodb-driver,Maven,Improper Certificate Validation in MongoDB,
GHSA-x9gc-p2qp-4p7v,CVE-2019-16554,MODERATE,com.sonyericsson.jenkins.plugins.bfa:build-failure-analyzer,Maven,Missing permission check in Jenkins Build Failure Analyzer Plugin,
GHSA-mc22-25r3-2w9w,CVE-2017-1000084,MODERATE,org.jenkins-ci.plugins:parameterized-trigger,Maven,Parameterized Trigger Plugin fails to check Item/Build permission,
GHSA-v5m6-2m78-4vr2,CVE-2019-7877,MODERATE,magento/community-edition,Packagist,Magento 2 Community Edition XSS Vulnerability,
GHSA-hrg5-737c-2p56,CVE-2022-29197,MODERATE,tensorflow,PyPI,Missing validation causes denial of service via `UnsortedSegmentJoin`,
GHSA-f8r7-7hv9-7f43,CVE-2018-1000188,MODERATE,org.jenkins-ci.plugins:cas-plugin,Maven,Jenkins CAS Plugin Server-Side Request Forgery vulnerability,
GHSA-x8q8-4hp5-463w,CVE-2015-3337,MODERATE,org.elasticsearch:elasticsearch,Maven,Improper Limitation of a Pathname to a Restricted Directory in Elasticsearch,
GHSA-66vj-393f-hxfv,CVE-2014-3497,MODERATE,swift,PyPI,OpenStack Swift Cross-site Scriping vulnerability,
GHSA-x3pr-fcgm-wjgc,CVE-2020-2111,MODERATE,org.jenkins-ci.plugins:subversion,Maven,Subversion Plugin stored XSS vulnerability,
GHSA-gjjx-gqm4-wcgm,CVE-2018-1114,MODERATE,io.undertow:undertow-core,Maven,Uncontrolled Resource Consumption in Undertow,
GHSA-m26f-w3h5-62fj,CVE-2019-10399,MODERATE,org.jenkins-ci.plugins:script-security,Maven,Sandbox bypass vulnerability in Jenkins Script Security Plugin,
GHSA-9ggm-7897-x4mg,CVE-2011-2526,MODERATE,org.apache.tomcat:tomcat,Maven,Improper Input Validation in Apache Tomcat,
GHSA-h7mf-qrm9-2848,CVE-2007-4556,MODERATE,opensymphony:xwork,Maven,OpenSymphony XWork vulnerable to improper input validation,
GHSA-9p7q-v9gp-frq4,CVE-2019-17578,MODERATE,dolibarr/dolibarr,Packagist,Dolibarr Cross-site Scripting vulnerability,
GHSA-r346-rmrg-qpgh,CVE-2016-6347,MODERATE,org.jboss.resteasy:resteasy-client,Maven,Improper Neutralization of Input During Web Page Generation in RESTEasy,
GHSA-h8qx-mj6v-2934,CVE-2020-25828,MODERATE,mediawiki/core,Packagist,MediaWiki Cross-site Scripting (XSS) vulnerability,
GHSA-x3m6-vcp7-98mr,CVE-2021-21635,MODERATE,io.jenkins.plugins:rest-list-parameter,Maven,Stored XSS vulnerability in Jenkins REST List Parameter Plugin,
GHSA-mrc2-h7q2-pp97,CVE-2019-13646,MODERATE,grumpydictator/firefly-iii,Packagist,Firefly III vulnerable to reflected cross-site scripting,
GHSA-fcgg-qgxg-2g2x,CVE-2018-16191,MODERATE,ec-cube/ec-cube,Packagist,EC-CUBE Open redirect vulnerability,
GHSA-rc2r-w8jv-vggp,CVE-2016-5016,MODERATE,org.cloudfoundry.identity:cloudfoundry-identity-server,Maven,Cloud Foundry vulnerable to Improper Certificate Validation,
GHSA-757g-m98v-6r49,CVE-2019-10447,MODERATE,io.jenkins.plugins:sofy-ai,Maven,Jenkins Sofy.AI Plugin stores API token in plain text ,
GHSA-wfw6-mmmp-87xm,CVE-2015-0250,MODERATE,org.apache.xmlgraphics:batik,Maven,Improper Input Validation in Apache Batik,
GHSA-hvf5-4jr9-fghh,CVE-2020-24402,MODERATE,magento/community-edition,Packagist,Magento incorrect permissions vulnerability in the Integrations component,
GHSA-jff5-55xj-4jcq,CVE-2017-2610,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Improper Neutralization of Input During Web Page Generation in Jenkins,
GHSA-c2px-jcgw-9x57,CVE-2020-13156,MODERATE,nukeviet/nukeviet,Packagist,NukeViet Cross-Site Request Forgery (CSRF),
GHSA-9rvw-7mx7-h53x,CVE-2020-2241,MODERATE,org.jenkins-ci.plugins:database,Maven,CSRF vulnerability in Jenkins Database Plugin,
GHSA-mhvf-j94g-3qp7,CVE-2019-7851,MODERATE,magento/community-edition,Packagist,Magento 2 Community Edition CSRF vulnerability,
GHSA-r7p7-qr7p-2rrf,CVE-2017-16652,MODERATE,symfony/symfony,Packagist,Symfony Open Redirect,
GHSA-694v-63fq-fmr4,CVE-2022-1554,MODERATE,scout-browser,PyPI,Path Traversal in scout-browser,
GHSA-254j-mmc5-qhpx,CVE-2021-35440,MODERATE,smashing,RubyGems,Smashing Cross-site Scripting vulnerability,
GHSA-95vx-q4c2-64gr,CVE-2007-0469,MODERATE,rubygems-update,RubyGems,RubyGems file overwrite vulnerability,
GHSA-4cj8-779h-r25h,CVE-2018-1229,MODERATE,org.springframework.batch:spring-batch-admin-manager,Maven,Cross-site Scripting in Pivotal Spring Batch Admin,
GHSA-cx94-3h5x-cc57,CVE-2009-0312,MODERATE,moin,PyPI,MoinMoin Cross-site scripting (XSS) vulnerability in the antispam feature,
GHSA-h2wq-prv9-2f56,CVE-2022-29192,MODERATE,tensorflow,PyPI,Missing validation crashes `QuantizeAndDequantizeV4Grad`,
GHSA-jw88-wxv5-7c4f,CVE-2008-7262,MODERATE,pyftpdlib,PyPI,Directory traversal in pyftpdlib,
GHSA-qphh-5fv5-2mjj,CVE-2013-4196,MODERATE,Plone,PyPI,Plone is vulnerable to information exposure via the object manager implementation ,
GHSA-c4r2-3f9r-rwp8,CVE-2019-8113,MODERATE,magento/community-edition,Packagist,Magento 2 Community Weak PRNG,
GHSA-fph2-fwjq-prjf,CVE-2020-2202,MODERATE,org.jenkins-ci.plugins:fortify-on-demand-uploader,Maven,Users with Overall/Read access could enumerate credentials IDs in Jenkins Fortify on Demand Plugin,
GHSA-vp26-4hj6-jrvx,CVE-2019-10366,MODERATE,org.jenkins-ci.plugins:skytap,Maven,Skytap Cloud CI Plugin stored credentials in plain text ,
GHSA-fx5h-3786-h2w6,CVE-2012-6112,MODERATE,moodle/moodle,Packagist,PHP Spellchecker addon for TinyMCE allows attackers to trigger arbitrary outbound HTTP requests,
GHSA-77cq-wgpf-g449,CVE-2018-17876,MODERATE,web-feet/coastercms,Packagist,Coaster CMS Stored Cross-site Scripting vulnerability,
GHSA-2ch8-f849-pjg3,CVE-2014-4301,MODERATE,ajenti,PyPI,Eugene Pankov Ajenti Cross-site scripting Vulnerabilities,
GHSA-jxp3-mmw7-8285,CVE-2019-7897,MODERATE,magento/community-edition,Packagist,Magento 2 Community Edition XSS Vulnerability,
GHSA-xfxv-f945-4qv6,CVE-2014-0086,MODERATE,org.richfaces:richfaces,Maven,JBoss RichFaces Improper Input Validation vulnerability,
GHSA-38x2-fp9m-87mx,CVE-2014-0034,MODERATE,org.apache.cxf:cxf-rt-ws-security,Maven,Improper Input Validation in Apache CXF,
GHSA-2vvr-5757-qp87,CVE-2021-21673,MODERATE,org.jenkins-ci.plugins:cas-plugin,Maven,Open redirect vulnerability in Jenkins CAS Plugin,
GHSA-fmqq-hw9m-448q,CVE-2020-12469,MODERATE,intelliants/subrion,Packagist,Subrion CMS PHP Object Injection,
GHSA-6c7r-6p5m-cp82,CVE-2020-2136,MODERATE,org.jenkins-ci.plugins:git,Maven,Improper Neutralization of Input During Web Page Generation in Jenkins Git Plugin ,
GHSA-8r7x-qq55-74v2,CVE-2013-1830,MODERATE,moodle/moodle,Packagist,Moodle does not enforce the forceloginforprofiles setting,
GHSA-j7gw-mwfg-vqf4,CVE-2019-1010241,MODERATE,org.jenkins-ci.plugins:credentials-binding,Maven,Jenkins Credentials Binding Plugin Stores Passwords in a Recoverable Format,
GHSA-653q-vqm6-gmjm,CVE-2019-8090,MODERATE,magento/community-edition,Packagist,Magento 2 Community Edition Arbitrary File Deletion,
GHSA-2gc5-3h3p-8vpf,CVE-2018-19993,MODERATE,dolibarr/dolibarr,Packagist,Dolibarr reflected cross-site scripting (XSS) vulnerability,
GHSA-vw2c-5wph-v92r,CVE-2016-6812,MODERATE,org.apache.cxf:cxf-core,Maven,Improper Neutralization of Input During Web Page Generation in Apache CXF,
GHSA-pjvw-p2v5-wf6q,CVE-2012-1585,MODERATE,nova,PyPI,OpenStack Nova Long server names grow nova-api log files significantly,
GHSA-492x-gfqx-wpf3,CVE-2019-1003077,MODERATE,org.jenkins-ci.plugins:audit2db,Maven,Missing permission check in Jenkins Audit to Database Plugin,
GHSA-ppg2-ww3w-hq84,CVE-2012-3428,MODERATE,org.jboss.ironjacamar:ironjacamar-jdbc,Maven,User confusion in IronJacamar,
GHSA-hhfw-xxhm-pf32,CVE-2016-4855,MODERATE,adodb/adodb-php,Packagist,ADOdb Cross-site scripting vulnerability in old test script,
GHSA-594h-cx6w-p4jf,CVE-2014-3941,MODERATE,typo3/cms,Packagist,Typo3 Host Header Spoofing Vulnerability,
GHSA-vw22-465p-8j5w,CVE-2017-10689,MODERATE,puppet,RubyGems,Tarball permission preservation in puppet,
GHSA-8rfc-v3vj-j62w,CVE-2019-16574,MODERATE,com.alauda.jenkins.plugins:alauda-devops-pipeline,Maven,Jenkins Alauda DevOps Pipeline Plugin allows attackers with Overall/Read permission to capture credentials stored in Jenkins,
GHSA-hmvj-gc9q-mg9p,CVE-2012-0394,MODERATE,org.apache.struts.xwork:xwork-core,Maven,Apache Struts's DebuggingInterceptor component allows remote code execution in developer mode,
GHSA-452h-rx28-49w9,CVE-2012-6082,MODERATE,moin,PyPI,MoinMoin Cross-site scripting (XSS) vulnerability,
GHSA-8pfq-g48p-x7w8,CVE-2021-21022,MODERATE,magento/community-edition,Packagist,Magento Insecure Direct Object Reference (IDOR) in the product module,
GHSA-p3x5-5xpx-9phm,CVE-2018-1002104,MODERATE,k8s.io/ingress-nginx,Go,Kubernetes ingress exposes sensitive information,
GHSA-fq9f-9wv9-rfmg,CVE-2017-1000396,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Improper Certificate Validation in Jenkins,
GHSA-9wcx-326r-7j7w,CVE-2011-4905,MODERATE,org.apache.activemq:activemq-core,Maven,Denial of Service in Apache ActiveMQ,
GHSA-58f3-cx8p-h8jg,CVE-2017-6922,MODERATE,drupal/core,Packagist,Drupal core access bypass vulnerability,
GHSA-6gcg-hp2x-q54h,CVE-2022-24904,MODERATE,github.com/argoproj/argo-cd/v2,Go,Symlink following allows leaking out-of-bound manifests and JSON files from Argo CD repo-server,
GHSA-mfhr-3xmc-r2gg,CVE-2013-1879,MODERATE,org.apache.activemq:activemq-client,Maven,Improper Neutralization of Input During Web Page Generation in Apache ActiveMQ,
GHSA-9hhc-cc6c-99hh,CVE-2021-25934,MODERATE,org.opennms:opennms,Maven,OpenNMS Horizon vulnerable to XSS,
GHSA-q45h-chc8-hvp6,CVE-2015-5223,MODERATE,swift,PyPI,OpenStack Object Storage (Swift) Sensitive Data Exposure,
GHSA-4c2w-wcw4-8jv9,CVE-2019-10454,MODERATE,org.jenkins-ci.plugins:rundeck,Maven,Jenkins Rundeck Plugin CSRF vulnerability,
GHSA-298q-wv2h-v5vw,CVE-2019-8142,MODERATE,magento/community-edition,Packagist,Magento 2 Community Edition XSS Vulnerability,
GHSA-h5jv-hg68-mjhg,CVE-2013-7330,MODERATE,org.jenkins-ci.main:jenkins-core,Maven,Jenkins allows attackers to configure restricted projects,
GHSA-5729-822w-j342,CVE-2015-5269,MODERATE,moodle/moodle,Packagist,Moodle cross-site scripting (XSS) vulnerability,
GHSA-22jm-p2vv-j2hc,CVE-2016-7136,MODERATE,Plone,PyPI,Plone XSS,
GHSA-w2wf-cgwh-vpqg,CVE-2017-16239,MODERATE,nova,PyPI,OpenStack Nova Filter Scheduler Bypass,
GHSA-358v-cqjc-2pcq,CVE-2017-1000506,MODERATE,mautic/core,Packagist,Mautic Cross Site Scripting (XSS) vulnerability,
GHSA-cr3q-658v-qv3x,CVE-2018-1000640,MODERATE,villagedefrance/opencart-overclocked,Packagist,OpenCart-Overclocked Cross-site Scripting Vulnerability,
GHSA-r7c8-hghc-2mp8,CVE-2011-2481,MODERATE,org.apache.tomcat:tomcat,Maven,Apache Tomcat Allows Replacing of XML Parser,
GHSA-6w62-83g6-rfhj,CVE-2013-7371,MODERATE,connect,npm,Node Connect Reflected Cross-Site Scripting in Sencha Labs Connect middleware,
GHSA-ph3w-2843-72mx,CVE-2022-1928,MODERATE,code.gitea.io/gitea,Go,Stored Cross-site Scripting in gitea,
